external_gene_name	GM2091_avg	GM2092_avg	GM2093_avg	GM2094_avg	GM2095_avg	GM2096_avg	GM2097_avg	GM2100_avg
Nrk	3	0	3	2	0	1	3	3
Nrl	53	46	28	68	42	38	40	39
Nrm	54	47	43	73	34	33	31	53
Nrn1	3190	3780	6316	4699	4637	6250	6647	6434
Nrn1l	1	2	2	0	2	4	1	1
Nron	1	0	1	0	0	0	0	0
Nrp1	1383	1703	2877	1804	2489	2691	2531	2663
Nrp2	2166	2509	2907	2060	2508	2751	2341	2663
Nrros	340	265	212	344	246	255	200	201
Nrsn1	8547	6792	8641	9334	7160	8637	7632	9046
Nrsn2	1585	1418	1917	1605	1724	1631	1297	1825
Nrtn	53	58	32	134	18	32	18	51
Nrxn1	10863	9731	13809	11632	13391	15407	14499	18595
Nrxn2	11700	9220	11915	13172	10425	11921	9862	12265
Nrxn3	6425	6828	7916	7508	6849	7515	7432	8843
Nsa2	265	225	254	349	218	253	220	245
Nsa2-ps1	0	1	0	0	1	1	1	1
Nsa2-ps2	1	1	0	0	0	0	0	0
Nscme3l	22	22	52	17	40	42	39	48
Nsd1	9385	7121	5222	8425	4795	5499	5269	6385
Nsd2	2670	2579	3146	3078	2784	3146	2809	3824
Nsd3	3842	3257	3590	3704	3083	3373	3426	4037
Nsdhl	379	360	504	387	578	625	559	676
Nsf	36969	37449	37947	44187	33154	37381	34646	40727
Nsfl1c	1315	1142	1304	1453	1102	1325	1174	1199
Nsg1	7401	8405	8178	11230	6621	7290	6926	7652
Nsg2	19645	20772	21999	25635	20029	23196	20845	22468
Nsl1	31	28	23	55	21	26	21	23
Nsmaf	1453	1392	1323	1581	1128	1168	1169	1446
Nsmce1	319	315	278	375	206	296	247	289
Nsmce2	466	378	527	444	405	434	437	531
Nsmce3	1271	1183	1010	1502	932	1076	972	1131
Nsmce4a	1277	1074	880	1393	699	810	888	928
Nsmf	22005	20406	24601	26625	21658	26290	24171	23173
Nsrp1	633	656	748	869	588	698	705	782
Nsun2	2595	2704	2773	3244	2188	2391	2448	2794
Nsun3	351	417	303	568	241	333	277	385
Nsun4	332	360	322	402	294	354	303	353
Nsun5	505	525	413	748	407	363	361	476
Nsun6	168	219	206	261	156	192	167	221
Nsun7	278	475	633	299	608	568	707	734
Nt5c	828	722	611	1085	537	592	592	600
Nt5c1a	69	66	85	81	79	90	109	108
Nt5c1b	0	0	0	0	0	1	0	3
Nt5c2	3426	2916	2878	3351	2467	2926	2830	3285
Nt5c3	890	863	807	1119	647	889	817	956
Nt5c3b	605	485	833	655	775	916	805	966
Nt5dc1	98	107	63	110	40	96	78	86
Nt5dc2	282	307	199	435	184	302	223	183
Nt5dc3	7481	8073	8296	10754	7073	8058	7750	8663
Nt5e	274	232	115	308	90	150	134	145
Nt5el	1	0	0	0	0	1	0	1
Nt5m	896	861	999	1198	897	934	944	952
Ntan1	757	743	754	995	628	718	688	816
Ntf3	92	92	113	142	107	118	154	157
Ntf5	7	4	5	2	2	6	10	7
Nthl1	93	82	89	108	73	67	75	96
Ntm	4148	3002	4066	4929	3922	4216	3886	5171
Ntmt1	594	603	578	927	487	551	506	536
Ntn1	420	316	320	339	301	269	254	325
Ntn3	142	162	324	206	301	300	263	324
Ntn4	248	206	198	210	198	251	206	231
Ntn5	286	158	193	206	239	165	149	267
Ntng1	1149	893	1164	864	1231	1201	1006	1622
Ntng2	840	869	1009	987	1172	1245	1024	1414
Ntpcr	406	463	492	627	416	466	444	445
Ntrk1	2	1	4	2	0	1	2	4
Ntrk2	20443	19702	21932	22457	16227	19290	17322	21532
Ntrk3	7210	8119	9051	8738	7951	9028	9251	10686
Nts	88	109	139	153	149	66	156	198
Ntsr1	191	96	133	272	143	117	87	256
Ntsr2	3227	3647	3763	4563	3326	3847	3731	4100
Nuak1	2963	2535	2599	3573	2275	2380	2351	2986
Nuak2	126	94	72	113	39	43	46	41
Nub1	3615	3442	3011	4154	2661	3044	2702	3435
Nubp1	320	290	422	358	385	424	372	451
Nubp2	626	638	606	954	513	603	583	585
Nubpl	106	153	106	131	90	123	83	118
Nucb1	2781	2316	2267	2771	1859	2415	1888	2150
Nucb2	603	605	447	686	360	430	361	451
Nucks1	4780	4321	4517	5604	3690	4683	4524	5249
Nudc	1674	1392	1594	2065	1263	1488	1359	1548
Nudc-ps1	8	10	9	16	8	6	9	7
Nudcd1	495	589	633	655	510	606	579	668
Nudcd2	349	334	326	498	253	345	315	362
Nudcd3	5106	4892	4641	6419	4187	4828	4280	5118
Nudt1	53	42	73	64	63	85	67	71
Nudt10	432	494	449	582	382	525	528	580
Nudt11	884	865	896	1088	717	903	814	937
Nudt12	120	182	231	141	165	234	216	262
Nudt12os	0	0	0	1	0	0	0	0
Nudt13	507	545	487	687	376	507	542	526
Nudt14	149	176	136	213	94	143	102	120
Nudt15	25	26	16	29	14	20	19	20
Nudt16	425	435	344	697	249	312	291	350
Nudt16l1	1141	1041	1236	1450	1109	1243	1178	1208
Nudt16l2	0	0	0	0	0	0	0	0
Nudt17	208	226	260	398	214	217	188	240
Nudt18	928	955	883	1603	808	900	798	900
Nudt19	1558	1524	1509	2185	1231	1441	1433	1739
Nudt2	220	254	359	295	262	332	290	354
Nudt21	693	559	671	769	554	747	738	816
Nudt22	157	178	141	225	105	134	125	136
Nudt3	5472	4957	5805	7206	4904	5999	6002	6288
Nudt4	3668	3284	2694	4326	2132	2635	2587	3601
Nudt5	177	207	396	246	396	448	450	504
Nudt6	135	143	79	218	72	89	74	96
Nudt7	109	113	106	152	92	119	104	106
Nudt8	22	11	6	14	9	6	10	12
Nudt9	1783	1738	1645	2243	1178	1402	1352	1432
Nuf2	29	30	77	49	50	68	74	88
Nufip1	418	439	478	508	371	418	421	470
Nufip2	1694	1214	1193	1352	1046	1251	1201	1449
Nuggc	1	2	1	6	1	2	1	1
Numa1	3376	3348	3801	3948	3431	3683	3545	4080
Numb	784	731	844	858	769	850	868	1074
Numbl	3943	3827	5183	5218	4146	4548	4204	4666
Nup107	728	638	471	773	390	454	449	558
Nup133	1313	1118	1081	1252	934	1085	1063	1300
Nup153	1667	1457	1755	1606	1347	1618	1684	1968
Nup155	1132	982	813	1211	695	794	874	968
Nup160	639	426	444	540	360	427	438	530
Nup188	832	679	710	855	645	694	649	766
Nup205	1164	952	1130	1093	1027	1064	1043	1220
Nup210	1405	1016	943	1301	952	972	896	1175
Nup210l	9	3	24	18	15	16	17	20
Nup214	2410	1734	1681	2295	1462	1529	1402	1714
Nup35	128	109	100	156	94	99	108	125
Nup37	82	84	82	121	82	99	75	97
Nup43	157	126	108	181	88	115	92	127
Nup50	1138	1149	1174	1370	956	1202	1131	1312
Nup50l	3	1	0	0	3	1	3	1
Nup54	503	404	335	487	282	341	279	366
Nup58	3	0	0	1	2	0	2	0
Nup62	839	756	818	1065	753	807	790	871
Nup62cl	16	30	4	7	6	11	3	7
Nup85	1179	1017	922	1300	762	892	860	903
Nup88	2419	1962	1736	2460	1406	1476	1540	1845
Nup93	896	953	709	1202	608	720	694	758
Nup98	2152	1657	1597	1899	1299	1419	1417	1741
Nupl2	272	324	249	354	240	265	251	285
Nupr1	307	195	100	215	56	55	78	71
Nupr1l	28	40	27	53	15	27	18	17
Nus1	3058	2687	2999	3375	2387	3162	2933	3427
Nusap1	55	25	15	53	8	14	19	18
Nutf2	34	28	33	42	36	41	36	44
Nutf2-ps1	3	0	0	2	0	0	0	0
Nutf2-ps2	0	0	0	0	0	0	0	0
Nutm1	2	0	0	1	0	0	2	1
Nutm2	0	0	0	0	0	0	0	0
Nvl	2210	2152	2502	1987	2432	2444	2513	3016
Nwd1	2298	2538	3560	2882	3139	3923	3377	3757
Nwd2	694	618	1253	653	1132	1312	1110	1653
Nxf1	3074	2502	2713	3002	2449	2487	2639	3160
Nxf2	0	4	3	3	4	4	3	1
Nxf3	17	8	4	11	7	6	5	1
Nxf7	17	2	1	6	3	0	1	1
Nxn	322	407	396	448	312	477	411	414
Nxnl1	16	8	5	15	2	4	2	1
Nxnl2	9	5	2	5	3	1	1	4
Nxpe1-ps	1	0	2	0	0	1	4	1
Nxpe2	22	29	11	47	6	6	11	8
Nxpe3	1156	1110	943	1612	838	934	966	1085
Nxpe4	398	443	512	519	432	459	414	564
Nxpe5	0	0	0	0	0	0	0	2
Nxph1	1012	949	916	1133	806	1000	807	1128
Nxph2	21	19	35	20	30	41	25	36
Nxph3	1008	612	694	1355	679	514	557	900
Nxph4	57	21	38	80	64	36	24	57
Nxt1	211	130	167	202	146	137	138	159
Nxt2	818	813	815	1017	671	819	907	1043
Nyap1	2440	2039	2424	2791	2296	2320	1870	2491
Nyap2	1056	939	864	1001	722	885	806	1135
Nynrin	422	343	436	476	411	507	361	414
Nyx	41	42	30	40	40	51	41	43
OR5BS1P	0	0	0	0	0	0	0	0
Oacyl	64	60	31	73	28	40	38	57
Oaf	341	291	477	466	266	412	389	304
Oard1	285	308	289	378	219	245	293	322
Oas1a	7	1	7	3	6	11	9	5
Oas1b	23	29	11	23	10	19	15	6
Oas1c	45	28	24	49	18	13	24	15
Oas1d	0	0	0	0	0	0	1	0
Oas1e	0	0	0	0	0	0	0	0
Oas1f	0	0	0	0	0	0	0	0
Oas1g	2	0	0	0	0	1	1	0
Oas1h	0	0	0	0	0	0	0	0
Oas2	10	9	22	9	13	20	19	31
Oas3	0	5	2	2	2	1	2	3
Oasl1	5	5	7	10	6	2	4	9
Oasl2	60	53	104	106	72	97	88	108
Oat	2612	2366	2193	3081	1933	2290	2181	2546
Oat-rs1	2	0	0	0	0	0	0	0
Oaz1	849	735	700	849	705	789	707	753
Oaz1-ps	9	8	11	11	13	18	17	10
Oaz2	1407	1341	1350	1493	1118	1348	1202	1448
Oaz2-ps	6	3	7	2	4	3	4	5
Oaz3	56	23	2	23	1	7	5	7
Obi1	322	305	403	371	322	371	379	430
Obox1	0	0	0	0	0	0	0	0
Obox2	0	0	0	0	0	0	0	0
Obox3	0	0	0	0	0	0	0	0
Obox3-ps1	0	0	0	0	0	0	0	0
Obox3-ps2	0	0	0	0	0	0	0	0
Obox3-ps3	0	0	0	0	0	0	0	0
Obox3-ps4	0	0	0	0	0	0	0	0
Obox3-ps5	0	0	0	0	0	0	0	0
Obox3-ps6	0	0	0	0	0	0	0	0
Obox3-ps7	0	0	2	2	0	1	1	1
Obox3-ps8	0	0	0	0	0	0	0	0
Obox4-ps1	0	0	0	0	0	0	1	0
Obox4-ps10	0	0	0	0	0	0	0	0
Obox4-ps11	0	0	0	0	0	0	0	0
Obox4-ps12	0	0	0	0	0	0	0	0
Obox4-ps13	0	0	0	0	0	0	0	0
Obox4-ps14	0	0	0	0	0	0	0	0
Obox4-ps15	0	0	0	0	0	0	0	0
Obox4-ps16	0	0	0	0	0	0	0	0
Obox4-ps17	0	0	0	0	0	0	0	0
Obox4-ps18	0	0	0	0	0	0	0	0
Obox4-ps19	0	0	0	0	0	0	0	0
Obox4-ps2	1	0	3	1	1	1	0	0
Obox4-ps20	0	0	0	0	0	0	0	0
Obox4-ps21	0	0	0	0	0	0	0	0
Obox4-ps22	0	0	0	0	0	0	0	0
Obox4-ps23	0	0	0	0	0	0	0	0
Obox4-ps24	0	0	0	0	0	0	0	0
Obox4-ps25	0	0	0	0	0	0	0	0
Obox4-ps26	0	0	0	0	0	0	0	0
Obox4-ps27	0	0	0	0	0	0	0	0
Obox4-ps28	0	0	0	0	0	0	0	0
Obox4-ps29	0	0	0	0	0	0	0	0
Obox4-ps3	0	0	0	0	0	0	0	0
Obox4-ps30	0	0	0	0	0	0	0	0
Obox4-ps31	0	0	0	0	0	0	0	0
Obox4-ps32	0	0	0	0	0	0	0	0
Obox4-ps33	0	0	0	0	0	0	0	0
Obox4-ps34	0	0	0	0	0	0	0	0
Obox4-ps35	0	0	0	0	0	0	0	0
Obox4-ps36	0	0	0	0	0	0	0	0
Obox4-ps37	0	0	0	0	0	0	0	0
Obox4-ps38	0	0	0	0	0	0	0	0
Obox4-ps39	0	0	0	0	0	0	0	0
Obox4-ps4	0	0	0	0	0	0	0	0
Obox4-ps5	0	0	0	0	0	0	0	0
Obox4-ps6	0	0	0	0	0	0	0	0
Obox4-ps7	0	0	0	0	0	0	0	0
Obox4-ps8	0	0	0	0	0	0	0	0
Obox4-ps9	0	0	0	0	0	0	0	0
Obox5	0	0	0	0	0	0	0	0
Obox6	0	0	0	0	1	0	0	0
Obox6-ps1	0	0	0	0	0	0	0	0
Obox7	0	0	0	0	0	0	0	0
Obox8	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0
Obp1b	0	0	0	0	0	0	0	0
Obp2a	0	0	0	1	0	0	0	0
Obp2b	4	3	4	9	5	3	1	2
Obscn	148	121	132	208	148	119	138	192
Obsl1	547	370	349	526	401	455	339	519
Oc90	3	4	0	2	1	2	0	1
Oca2	41	37	8	14	38	167	60	23
Ocel1	470	431	563	585	474	525	473	588
Ociad1	7598	8002	8985	10076	7206	8349	8317	9107
Ociad2	3873	4349	4087	5374	3175	3671	3367	3637
Ocln	380	384	434	429	358	509	473	406
Ocm	2	2	0	0	1	0	0	1
Ocrl	3755	3779	3004	3800	2573	2739	2422	3280
Ocstamp	3	0	0	2	0	0	0	0
Odad1	125	185	128	114	128	203	136	118
Odad2	16	36	31	22	15	36	24	16
Odad3	121	105	167	116	130	128	158	188
Odad4	11	35	55	39	33	65	66	60
Odam	0	0	0	0	0	0	0	0
Odaph	5	4	0	1	1	2	2	2
Odc1	687	608	500	694	380	564	492	604
Odf1	2	1	1	4	0	0	1	2
Odf2	4338	2996	2645	4001	2958	2640	2626	3285
Odf2l	441	362	448	409	372	359	376	499
Odf3	2	4	2	2	3	4	1	1
Odf3b	32	42	63	36	25	49	45	41
Odf3l1	0	0	7	0	1	2	1	2
Odf3l2	3	4	13	8	6	8	9	13
Odf4	15	6	6	17	3	2	2	6
Odr4	1749	1776	1795	2158	1532	1933	1799	1957
Ofcc1	0	0	0	0	0	0	0	0
Ofd1	439	397	333	468	287	317	304	367
Oga	7207	5482	7182	6313	6569	7834	7839	9315
Ogdh	6313	6583	8682	7616	7846	9060	8094	9383
Ogdhl	3041	3339	3370	4965	2882	2809	2990	3540
Ogfod1	3250	3295	4457	3902	4125	4679	4218	5300
Ogfod2	789	636	688	826	659	594	616	663
Ogfod3	198	117	97	169	100	135	114	134
Ogfr	1341	1158	1042	1587	844	1055	954	1048
Ogfrl1	5798	5031	6066	6336	5273	6545	6016	6848
Ogg1	168	189	169	307	152	160	156	195
Ogn	220	83	122	123	125	240	177	145
Ogt	8651	9332	11735	9089	10134	10626	10760	13898
Oip5	34	31	21	55	13	14	15	25
Oip5os1	10329	8664	12741	11891	10892	13523	13448	17734
Oit3	3	8	2	11	5	3	2	2
Ola1	2571	2966	2788	3674	2322	2802	2789	3004
Olah	6	17	4	14	0	0	1	2
Olfm1	21973	23530	32284	31521	27777	33016	33326	34489
Olfm2	1568	819	1075	1696	1068	1002	811	1699
Olfm3	444	425	531	625	503	485	513	850
Olfm4	233	366	185	308	117	176	180	193
Olfm5	0	0	1	0	2	4	0	5
Olfml1	371	313	288	381	242	322	306	322
Olfml2a	85	53	92	53	72	78	68	98
Olfml2b	995	1385	1465	1588	1279	1407	1647	1250
Olfml3	196	124	618	130	503	591	586	586
Olfr1007-ps1	0	0	0	0	0	0	0	0
Olfr1041-ps1	0	0	0	0	0	0	0	0
Olfr1108-ps1	0	0	0	0	0	0	0	0
Olfr1169-ps1	0	0	0	0	0	0	0	0
Olfr1172-ps1	0	0	0	0	0	0	0	0
Olfr1235-ps1	0	0	0	0	0	0	0	0
Olfr1266-ps1	0	0	0	0	0	0	0	0
Olfr1304-ps1	0	0	0	0	0	0	0	0
Olfr1319-ps1	0	0	0	0	0	0	0	0
Olfr1345-ps1	0	0	0	0	0	0	0	0
Olfr1401-ps1	0	0	0	0	0	0	0	0
Olfr1421-ps1	1	0	1	0	0	0	0	0
Olfr1435-ps1	0	0	0	0	0	0	0	0
Olfr1481-ps1	0	0	0	0	0	0	0	0
Olfr1482-ps1	0	0	0	0	0	0	0	0
Olfr1485-ps1	0	0	0	0	0	0	0	0
Olfr1488-ps1	0	0	0	0	0	0	0	0
Olfr1566-ps1	0	0	0	0	0	0	0	0
Olfr184-ps1	0	0	0	0	0	0	0	0
Olfr278-ps1	0	0	0	0	0	0	0	0
Olfr363-ps	0	0	0	0	0	0	0	0
Olfr375-ps1	0	0	0	0	0	0	0	0
Olfr439-ps1	0	0	0	0	0	0	0	0
Olfr442-ps1	0	0	0	0	0	0	0	0
Olfr468-ps1	0	0	0	0	0	0	0	0
Olfr511-ps1	0	0	0	0	0	0	0	0
Olfr515-ps1	0	0	0	0	0	0	0	0
Olfr719-ps	0	0	0	0	0	0	0	0
Olfr737-ps1	0	0	0	0	0	0	0	0
Olfr778-ps1	0	0	0	0	0	0	0	0
Olfr852-ps1	0	0	0	0	0	0	0	0
Olfr865-ps1	0	0	0	0	0	0	0	0
Olfr880-ps1	0	0	0	0	0	0	0	0
Olfr908	0	0	0	0	0	0	0	0
Olfr928-ps1	0	0	0	0	0	0	0	0
Olfr932-ps1	0	0	0	0	0	0	0	0
Olig1	1744	2255	2805	2915	2647	3408	3057	3759
Olig2	436	720	745	1039	653	960	777	937
Olig3	0	0	0	0	0	0	0	0
Olr1	2	1	0	1	0	2	1	1
Olrf445-ps1	0	0	0	0	0	0	0	0
Oma1	109	132	194	153	159	211	176	213
Omd	75	10	8	27	7	12	10	12
Omg	2660	2678	2614	3683	2554	3178	3049	3761
Omp	15	10	14	6	12	10	13	16
Omt2a	0	0	0	0	0	0	0	0
Omt2b	0	0	0	0	0	0	0	0
Onecut1	8	8	11	17	4	15	7	8
Onecut2	277	293	430	353	399	469	555	570
Onecut3	0	1	0	0	0	2	1	0
Ooep	23	26	4	2	12	23	9	5
Oog1	0	0	0	0	0	0	0	0
Oog2	0	0	0	0	0	0	0	0
Oog3	0	0	0	0	0	0	0	0
Oog4	0	0	0	0	0	0	0	0
Oosp1	1	1	0	1	0	0	0	0
Oosp2	2	1	0	0	0	0	0	0
Oosp3	0	0	0	0	0	0	0	0
Opa1	5385	5302	5458	6522	4764	5635	5366	6544
Opa3	1375	1224	1626	1688	1443	1652	1598	1741
Opalin	214	378	384	442	473	677	609	877
Opcml	7436	7736	8569	8245	8244	9026	8129	10565
Ophn1	1882	1805	1727	1779	1357	1536	1562	1905
Oplah	1491	1205	1279	1315	904	973	895	944
Opn1mw	4	2	7	1	5	4	6	7
Opn1sw	2	1	3	1	1	1	1	0
Opn3	21	8	17	15	20	18	16	17
Opn4	0	0	0	0	0	2	0	0
Opn5	2	0	1	2	1	0	1	0
Oprd1	182	176	353	191	339	325	333	464
Oprk1	47	65	55	40	35	48	33	35
Oprl1	1545	1412	1445	1887	1301	1304	1078	1381
Oprm1	17	20	25	10	34	33	16	29
Optc	24	17	24	17	5	24	12	8
Optn	600	546	431	731	464	509	380	579
Or10a2	0	0	0	0	0	0	0	0
Or10a3	0	0	0	0	0	0	0	0
Or10a3b	0	0	0	0	0	0	0	0
Or10a3m	0	0	0	0	0	0	0	0
Or10a3n	0	0	0	0	0	0	0	0
Or10a4	0	0	0	0	0	0	0	0
Or10a48	0	0	0	0	0	0	0	0
Or10a49	0	0	0	0	0	0	0	0
Or10a5	0	0	0	0	0	0	0	0
Or10aa1	0	0	0	0	0	0	0	0
Or10aa3	0	0	0	0	0	0	0	0
Or10aa4-ps1	0	0	0	0	0	0	0	0
Or10ab4	0	0	0	0	0	0	0	0
Or10ab5	0	0	0	0	0	0	0	0
Or10ac1	0	0	0	0	0	0	0	0
Or10ad1	39	54	114	96	43	80	87	82
Or10ad1b	0	0	0	1	0	1	0	0
Or10ad1c	0	1	3	0	0	0	0	0
Or10ag2	0	0	0	0	0	0	0	0
Or10ag52	0	0	0	0	0	0	0	0
Or10ag53	0	0	0	0	0	0	0	0
Or10ag54	0	0	0	0	0	0	0	0
Or10ag55-ps1	0	0	0	0	0	0	0	0
Or10ag56	0	0	0	0	0	0	0	0
Or10ag57	0	0	0	0	0	0	0	0
Or10ag58	0	0	0	1	0	0	0	0
Or10ag59	0	0	0.5	0	0.5	0	0	0
Or10ag60	2	0	1	0	0	1	1	0
Or10ah1-ps1	0	0	0	0	0	0	0	0
Or10ak10-ps1	0	0	0	0	0	0	0	0
Or10ak11	0	0	0	0	0	0	0	0
Or10ak12	0	0	0	0	0	0	0	0
Or10ak13	0	0	0	0	0	0	0	0
Or10ak14	0	0	0	0	0	0	0	0
Or10ak16	0	0	0	0	0	0	0	0
Or10ak7	0	0	0	0	0	0	0	0
Or10ak8	0	0	0	0	0	0	0	0
Or10ak9	0	0	0	0	0	0	0	0
Or10al2	0	0	0	0	0	0	0	0
Or10al3	0	0	0	0	0	0	0	0
Or10al4	0	0	0	0	0	0	0	0
Or10al5	0	0	0	0	0	0	0	0
Or10al6	0	0	0	0	0	0	0	0
Or10al7	0	0	0	0	0	0	0	0
Or10am5	3	4	4	4	4	5	9	3
Or10aq1-ps1	0	0	0	0	0	0	0	0
Or10b1	0	0	0	0	0	0	0	1
Or10c1	0	0	0	0	0	0	0	1
Or10d1	0	0	0	0	0	0	0	0
Or10d1b	0	0	0	0	0	0	0	0
Or10d1c	0	0	0	0	0	0	0	0
Or10d3	0	0	0	0	0	0	0	0
Or10d4	0	0	0	0	0	0	0	0
Or10d4b	0	0	0	0	0	0	0	0
Or10d4c	1	0	0	0	0	0	0	0
Or10d5	0	0	0	0	0	0	0	0
Or10d5b	0	0	0	0	0	0	0	0
Or10d5j	0	0	0	0	0	0	0	0
Or10e1-ps1	0	0	0	0	0	0	0	0
Or10f1-ps1	0	0	0	0	0	0	0	0
Or10g1	0	0	0	0	0	0	0	0
Or10g1b	1	0	0	1	0	0	0	0
Or10g3	0	0	0	0	0	0	0	0
Or10g3b	1	0	0	0	0	0	0	0
Or10g6	0	0	0	0	0	0	0	0
Or10g7	0	0	0	0	0	0	0	0
Or10g9	0	0	0	0	0	0	0	0
Or10g9b	1	0	0	0	0	0	0	0
Or10h1	0	0	0	0	0	0	0	0
Or10h1b	0	0	0	0	0	0	0	0
Or10h28	0	0	0	0	0	0	0	0
Or10h5	15	33	12	22	8	16	15	24
Or10i1-ps1	0	0	0	0	0	0	0	0
Or10j2	0	0	1	0	0	0	0	0
Or10j27	0	0	0	0	0	0	0	0
Or10j28-ps1	0	0	0	0	0	0	0	0
Or10j3	0	0	0	0	0	0	0	0
Or10j3b	0	0	0	0	0	0	0	0
Or10j5	0	1	0	0	0	0	0	0
Or10j7	0	0	0	0	0	0	0	0
Or10k2	0	0	0	0	0	0	0	0
Or10l1-ps1	0	0	0	0	0	0	0	0
Or10m1-ps1	0	0	0	0	0	0	0	0
Or10n1	0	0	0	0	0	0	0	0
Or10n7-ps1	0	0	0	0	0	0	0	0
Or10n8-ps1	0	0	0	0	0	0	0	0
Or10o1-ps1	0	0	0	0	0	0	0	0
Or10p1	0	0	0	0	0	0	0	0
Or10p21	0	0	0	0	0	0	0	0
Or10p22	0	0	0	0	0	0	0	0
Or10q1	0	0	0	0	0	0	0	0
Or10q12	0	0	0	0	0	0	0	0
Or10q1b	0	0	0	0	0	0	0	0
Or10q3	1	1	3	3	3	1	0	1
Or10s1	0	0	0	0	0	0	0	0
Or10u3	0	0	0	0	0	0	0	0
Or10u4	0	0	0	0	0	0	0	0
Or10v1	1	0	0	0	0	0	0	0
Or10v5	0	2	1	0	0	0	0	0
Or10v9	0	0	0	0	0	0	0	0
Or10w1	0	0	0	0	0	0	0	0
Or10w3	0	0	0	0	0	0	0	0
Or10x1	0	0	0	0	0	0	0	0
Or10x4	0	0	0	0	0	0	0	0
Or10z1	0	0	0	0	0	0	0	0
Or11a2-ps1	0	0	0	0	0	0	0	0
Or11a3-ps1	0	0	1	0	0	2	0	0
Or11a4	0	0	0	0	0	0	0	0
Or11a5-ps1	0	0	0	0	0	0	0	0
Or11a6-ps1	0	0	0	0	0	0	0	0
Or11g1	0	0	0	0	0	0	0	0
Or11g2	0	0	0	0	0	0	0	0
Or11g24	0	0	0	0	0	0	0	0
Or11g25	0	0	0	0	0	0	0	0
Or11g26	0	0	4	0	0	0	1	0
Or11g27	0	0	0	0	0	0	0	0
Or11g7	0	0	0	0	0	0	0	0
Or11h23	0	0	0	0	0	0	0	0
Or11h4	0	0	0	0	0	0	0	0
Or11h4b	0	0	0	0	0	0	0	0
Or11h6	0	0	0	0	0	0	0	0
Or11h7	0	0	0	0	0	0	0	0
Or11i1	0	1	0	0	0	0	0	0
Or11j4	0	0	0	0	0	0	0	0
Or11l3	0	0	0	0	1	0	1	0
Or11m3	2	1	1	1	0	0	0	0
Or11n2	0	0	0	0	0	0	0	0
Or11q2	0	0	0	1	0	0	0	0
Or12a1-ps1	0	0	0	0	0	0	0	0
Or12d12	0	0	0	1	0	0	0	0
Or12d13	0	0	0	0	0	0	0	0
Or12d14-ps1	0	0	0	0	0	0	0	0
Or12d15	0	0	0	0	0	0	0	0
Or12d16-ps1	0	0	0	0	0	0	0	0
Or12d17	0	0	0	0	0	0	0	0
Or12d2	1	0	0	0	0	0	0	0
Or12e1	0	0	0	0	0	0	0	0
Or12e10	0	0	0	0	0	0	0	0
Or12e11-ps1	0	0	0	0	0	0	0	0
Or12e12-ps1	0	0	0	0	0	0	0	0
Or12e13	0	0	0	0	0	0	0	0
Or12e14	0	0	0	0	0	0	0	0
Or12e15-ps1	0	0	0	0	0	0	0	0
Or12e16-ps1	0	0	0	0	0	0	0	0
Or12e7	0	0	0	0	0	0	0	0
Or12e8	0	0	0	0	0	0	0	0
Or12e9	0	0	0	0	0	0	0	0
Or12j2	0	0	0	0	1	1	3	1
Or12j3	0	0	0	0	0	0	0	0
Or12j4	0	0	0	0	0	0	0	0
Or12j5	0	2	1	4	0	0	2	0
Or12k5	0	0	0	0	0	0	0	0
Or12k6-ps1	0	0	0	0	0	0	0	0
Or12k7	0	0	0	0	0	0	0	0
Or12k8	0	0	0	0	0	0	0	0
Or12m1-ps1	2	1	1	0	3	4	1	3
Or13a1	0	0	0	0	0	0	0	0
Or13a17	1	2	1	0	0	0	3	1
Or13a18	2	9	7	5	5	5	3	2
Or13a19	0	0	1	0	1	0	0	1
Or13a20	1	3	0	0	0	0	2	4
Or13a21	0	0	0	0	0	0	0	0
Or13a22	0	0	1	0	0	0	0	0
Or13a23-ps1	1	0	0	1	1	1	1	1
Or13a24	2	3	1	2	1	2	2	2
Or13a25	17	46	28	28	21	32	35	48
Or13a26	1	0	0	1	0	0	0	0
Or13a27	0	0	0	0	0	0	0	0
Or13a28	2	4	1	6	0	0	4	7
Or13ae2	0	0	0	0	0	0	0	0
Or13c10-ps1	0	0	0	0	0	0	0	0
Or13c25	0	0	1	0	0	0	0	1
Or13c3	0	0	0	0	0	0	0	0
Or13c7	0	0	0	0	0	0	0	0
Or13c7b	0	0	0	0	0	1	0	0
Or13c7c	0	0	0	0	0	1	0	0
Or13c7d	0	0	0	0	0	0	0	0
Or13c7e-ps1	0	0	0	0	0	0	0	0
Or13c9	0	0	2	1	0	0	0	0
Or13d1	0	0	0	0	0	0	0	0
Or13d31-ps1	0	0	0	0	0	0	0	0
Or13e8	0	0	0	1	0	0	0	0
Or13f5	0	0	1	0	0	0	0	0
Or13g1	0	0	0	0	0	0	0	0
Or13j1	0	0	0	0	0	0	0	0
Or13l2	0	0	0	1	0	0	0	0
Or13m2-ps1	0	0	0	0	0	0	0	0
Or13n4	0	0	0	0	0	0	0	0
Or13o1-ps1	0	0	1	0	0	0	0	0
Or13p10	0	0	0	0	0	1	0	0
Or13p3	0	0	0	1	0	2	0	0
Or13p4	0	0	0	0	1	9	2	0
Or13p5	0	0	0	0	0	0	0	0
